method,avg_ue_throughput_mbps,avg_ue_throughput_mbps_std,avg_ue_throughput_mbps_ci95,p5_ue_throughput_mbps,p5_ue_throughput_mbps_std,p5_ue_throughput_mbps_ci95,total_throughput_mbps,total_throughput_mbps_std,total_throughput_mbps_ci95,avg_cell_load,avg_cell_load_std,avg_cell_load_ci95,load_std,load_std_std,load_std_ci95,jain_load_fairness,jain_load_fairness_std,jain_load_fairness_ci95,outage_rate,outage_rate_std,outage_rate_ci95,overload_rate,overload_rate_std,overload_rate_ci95,handovers_per_1000_decisions,handovers_per_1000_decisions_std,handovers_per_1000_decisions_ci95,pingpong_rate,pingpong_rate_std,pingpong_rate_ci95,weak_target_ho_rate,weak_target_ho_rate_std,weak_target_ho_rate_ci95
load_aware,2.613286086138963,0.04457396501658693,0.03907080299508408,0.46295610639642176,0.035094378714011054,0.030761579241598946,627.1886606733511,10.697751603980885,9.376992718820198,3.537228957384046,0.09082774040611985,0.07961402470198903,3.511224529074277,0.1656415095850667,0.1451911847285337,0.5102872980040548,0.029271176181476625,0.025657317171476544,0.0,0.0,0.0,0.9997916666666666,0.0004166666666667318,0.0003652244363250227,129.69791666666666,5.137159525079119,4.502918860460278,0.39975970853979426,0.005881929083940693,0.005155738162045586,0.0,0.0,0.0
no_handover,2.3178010598083616,0.05184566123059719,0.045444725757215955,0.5964189117471514,0.03423956314741364,0.03001230036126531,556.2722543540069,12.442958695343341,10.906734181731844,3.655385836966621,0.11310651164348294,0.09914222870321814,3.1101731504111383,0.16754664633339603,0.14686111071660704,0.5795607079161823,0.03002662773551942,0.02631949965466718,0.0,0.0,0.0,0.8022916666666665,0.04353319295536328,0.038158526060516444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a3_ttt,2.2137093507513166,0.034792149922087026,0.030496664025187033,0.48577249181922977,0.03624457793290043,0.031769773308911634,531.290244180316,8.350115981300931,7.319199366044928,3.5194975151157264,0.09688396757914468,0.08492254187524646,3.798281033268701,0.13972059941598816,0.12247050519525744,0.4691306269493639,0.026948480208745063,0.023621384385728177,0.0,0.0,0.0,0.6968750000000001,0.025558008638302786,0.02240258231643057,5.770833333333333,0.6148481068072377,0.5389381277619496,0.0,0.0,0.0,0.0,0.0,0.0
strongest_rsrp,2.1068434356253625,0.06192244272563941,0.05427741417680789,0.4288997024813481,0.039182526544439406,0.034344998810354126,505.64242455008696,14.861386254153444,13.026579402433882,3.482406204091555,0.09358360644575404,0.08202964779217906,4.247259115204023,0.17715746624343162,0.15528536579883948,0.40962435160905947,0.02988595908316896,0.02619619814443529,0.0,0.0,0.0,0.6216666666666667,0.030128486428037542,0.026408782735210534,34.54166666666667,3.0868153199445616,2.7057129246384504,0.24902730147744295,0.01916069913146872,0.016795093295719012,0.0,0.0,0.0
gnn_dqn,1.965746924757127,0.05335344749052619,0.046766358685730584,0.5390617621164885,0.058166357924907125,0.05098506068688097,471.7792619417104,12.804827397726225,11.22392608457529,5.324925630138473,0.23824340808906871,0.2088295546259253,3.932606510626158,0.42378022845555674,0.3714597481520301,0.6515216137091017,0.028678189443044774,0.02513754137797586,0.00053125,0.0003569133687294128,0.0003128483613865066,0.9133333333333334,0.00989089789205767,0.008669754257698928,140.07291666666666,30.94789037079551,27.127021958689493,0.16280249382330325,0.01587743143124397,0.01391718226743449,0.0008009612684277722,0.0008176612715219264,0.0007167117047912405
