rows,num_ues,num_samples,avg_dl_throughput_mbps,p5_dl_throughput_mbps,avg_max_cell_load,handover_events,handovers_per_1000_ue_samples
725,25,29,0.40213241379310344,0.016,0.03472413793103448,0,0.0
